,Alas,Indo,Domain
9137,"nampang get ate ku telur nampang malet, dang malet kae pe imbang nakan nahan Edi gokheng te peplin Edi plin bosan bahan ne",,Story/narrative
9138,uwe ende ku cekhiteken asal kau senang kae nale me aku nde kae nale me khimah kute,,Story/narrative
9139,"telu bonggi jagai, pagekhi, nakhuh, nembakh",,Culture/Tourism
9140,karekhne malet bue pikikhikhen ne makene iye senang ate ne,,Story/narrative
9141,kas mangan si tenang te ndak tenang mlt pot su mangan bahan ne buah akhi kas mangan khayak nakhu ne,,Story/narrative
9142,si penting belajakh pelin nggo maso buwe su pertanyaan,,History
9143,te sendah palingen te malet belanje aku nuko se te malet sen kae si let pangan,,Story/narrative
9144,pebual penangko khut kalak pebual penyabu khut kalak pebual pekangking tule pe nipu,,Story/narrative
9145,menyelesaiken masalah-masalah diskusi,,
9146,aku bekhani kahene aku pecaye dikhi khut ku yakin Ken Bagas dikhi ku bahwasen ne aku Nemu melewati se,,Story/narrative
9147,"menukhutku cakhe nggeluh Kase mantap hakhus geluh sesuai khut atukhen, ulang nggeluh nate-nate pelin dape kite tading hakhus sesuai khut atukhen si berlaku ni kas kite tading e",,Instructions
9148,ckhieteken lawak  mu simende si kao tohie,,Story/narrative
9149,sangat di cintai kakhene masyakhakat Indonesia memake bahasa pemersatu bangse,,Culture/Tourism
9150,cakhe melupeken kesedihen yaitu gakhami hal-hal atau bahanen si Nemu Mahan kite sibuk sehingge mampu mahan kite melupen masalah te,,Instructions
9151,kalau aku sendah ni Pante pasti terutama Edi me Selfi khut mandi,,Story/narrative
9152,impienku nikah pakek pesta khami khami ni bagas pekojeken,impian ku nikah pakek pesta rame rame di dalam kampung,Story/narrative
9153,Tebe ibraham wajah gemilang musuh enggo kekhi bhene menghilang kapir si buwe enggo lah mati baik kite jemput keduwe ne siti,,History
9154,khakhene penting untuk ni lakuken,karena sangat penting untuk dilakukan karena sangat penting untuk dilakukan,Story/narrative
9155,"hal paling mejile ni duniee nde kekhine,sebab kekhine Nemu ni fungsi Ken atau niguneken sesuai khut keguneen ne masing-masing",,Story/narrative
9156,"hande malet pantai lawe matang hamin let, nde sikel laus khidi me lawe matang medalan pelin lewati jagung kalak",,Instructions
9157,"umkhoh khut keluakhge ,mbabhe pedhamenen tebhe si khukhak",,Story/narrative
9158,ingeten si bahan aku sedih adalah waktu aku gagal dalam mekhaih cita cita ku,,Story/narrative
9159,siapken alat alat untuk masak ne,,Instructions
9160,cekhiteken tentang tekhedisi keluakhgemu,,Culture/Tourism
9161,"cakhe ne, sendah kan let hp cangkih ni bagas hp akhi kite nemu saling komunikasi",,Story/narrative
9162,aku melakuken sesuatu tanpa bantuen Kalak lain kuyakin Ken be dikhiku bahwe sesuatu Edi Nemu ku bahani Sade khut bekhusahe,,Instructions
9163,maka sukut menyerah kan mandat tanggung jawab kokhje kepada pengulu dan tokoh adat,,Culture/Tourism
9164,"Dhe unik Kase lucu kite kap,sebhab lebhe ndk lucu PE penampe ien jeme ne melilah Khami ne tawe Kane kite",,Story/narrative
9165,mbah honda balap kase gekhe soh me kas tujuen,,Story/narrative
9166,standar kecantiken si lot Bagas dikhiku ketike bekhat badan ku dapet tukhun dengan nokhmal,,Story/narrative
9167,Dengen segere pule ni julukken khoh me umar tangan ni gelem ken Ibrahim pe segere keluar kane muhamad ali hanafiah sultan terale,,History
9168,mebuene jeme penangko khut pembunuhan ni kute kute,,Story/narrative
9169,"pendapetku tentang suatu hal si malet terduga kadang jeme si nemkhime sesuatu secakhe Ndak terduge ee bahagie iye,mungkin sedih ye,jadi tergantung dakhi pade sesuatu kae si nimaksud ne",,Story/narrative
9170,pelajakhen si dapet kite pahami dakhi zaman dube yaitu tentang sikap kalak di dan kerja keras ne,,History
9171,manek i go nenge lokokh bue tingkah soh mantap sok mende padahel monpl,,Story/narrative
9172,"makanen ni adat ku, gelame, manuk labakh, puket megaukh, puket mekuah, cimpe",,Culture/Tourism
9173,menurut q si bahan aku bede khut khang lain Edi me care berfikir,,Story/narrative
9174,Kendin saudare ku umar de ali takdir ken allah tuhan izzati supaye sudare ku ndapet ingeten zenal abiding menjadi sultan,,History
9175,Mulai meperang engko korje ken ketike ende hambe due ken rasul ijin ken dengen segerelah tebe beliau memberi salam lah.,,History
9176,menyalamatken nyawa kolok si taram harus marathe kat ate gomline,,History
9177,"cakhe lupeken kesedihen mebue salah satu ne lajang-lajang mangan-mangan nyanyi-nyanyi lajang-lajang mangan-mangan nyanyi-nyanyi mebue kalihen Pokokne,ulang kin pakek sedih-sedih PE te nemu",,Instructions
9178,si ku cinte ni Indonesia Edi beragam suku khut budaye,,Story/narrative
9179,kenalanku khut mujang ni tolakne,,Story/narrative
9180,ketike aku menginget aku ni putusken mecinte Tampa sebab kaepe,,Story/narrative
9181,aku nde jae Joong won kite pagi nu dape pe sah an tu dek kapal selam yang tidak nemi yang akan iwywwt,,Story/narrative
9182,kadang lukah gat kacau sebab gegakhe politik sinak di lain pilih ne pul di si jabu ne v lain pilihne,,Story/narrative
9183,karene let lucu ni idah Edi me jeme tawe,,Story/narrative
9184,"kau le tah mae kse kau tanyak mabgku da, aku pe nglnousinh pelin kau tanyak dage akhi",,Instructions
9185,ketekhe kao menggambakh pengalamen kau menguneken aplikasi de,,Story/narrative
9186,kune cekhite ne aju pagi Mekauwnt ku lagi kas ku mebu kau lah di pagiwkau pe gei aku pe pagi pask ne bsb,,Story/narrative
9187,Muhamad ali hanafiah enggo ni panggang sendah enggo khoh kude ni tunggang pucat mekhubah warne wajah ne tandok temenung mekhate duke,,History
9188,sifat bukhuk si mudah kene miliki sifat kesombongen,,Story/narrative
9189,"khoi si tukang bagusi e,sebut si kae ne  bermasalah,te nggo siap,kheken sen kenin e",,Instructions
9190,Karena kas ne mejile bue kas Poto pe makane pet aku bedi,,Story/narrative
9191,mengas mengas nakhen jep wakhi Tah ke gedi,,Story/narrative
9192,Alhamdulillah let aku dapet pulsa 20 khibu Ende khajin aku bahani se Kase bue poin ku,,Story/narrative
9193,"de kao tanyak aku untuk kae aku kuliah khut sekolahh ee, sendah da aku malet nange kuliahh, nggo tamat aku, de kao tanyak tujuen ku kuliahh ee me untuk sukses, de ko untuk kae ko ciptaken aplikasi nde, me untuk sukses kane",,Story/narrative
9194,kakhene selisih paham/salah paham dan adu Babah malet pot ngalah buah v,,Story/narrative
9195,aku sebage anak hakhut membanggeken kedue khang tueku khut mengangkat dekhajat kedue khang tueku,,Story/narrative
9196,kakhene bue pikiran khut ndak mu medem ni khumah,,Story/narrative
9197,wakhi nde aku mengikuti pelatihen aplikasi khut kiki,hari ni aku mengikuti pelatihan aplikasi dengan kiki,Story/narrative
9198,sampah hakhus ni kelola agar ramah lingkungen let manfaat ne malet cemak bahan ne lingkungen sekitar te,,Story/narrative
9199,pagi lah di nu hahah yang akan kau lakukan pisah ranjang dan 2 kan ada,,Story/narrative
9200,Nyawe ni badan Made lah tentu gelut khut Mate kuase side. Kalak si tading me khate walang umpane ikan ni sambar ikan.,,History
9201,"hal si ganggu aku biase ne Kalak khibut ketike aku sedang belajakh jadi ne aku malet nae konsentrasi,tekhus Kalak si Doho khut aku gat nekhok i aku belakang ku macik-maciken aku Edi PE salah satu hal si mengganggu ku",,Story/narrative
9202,Made lah mate sariat ni sebut ken penjelasen abu bakar enggo meyakinken mupaketlah kite ise ni ganti ken,,History
9203,"ndak ngukhusi nggeluh kalak, bene ken sifat iri dengki",,Story/narrative
9204,ketekhe cakhe ne belinse anak anaak,,Instructions
9205,"Tah kade nimu pe,buesu pertanyaen mu,malet kutoh biding,Tah kade Kade nimu pe,,maso me Edi bue pertanyaen mu bangku",,Culture/Tourism
9206,kae plin hal si Kao tohi tentang lagu/musik?,,Story/narrative
9207,mlot pot su aku jeme munafik da mampus ye adi geluh Kalak geluh kite v,,Story/narrative
9208,begedi me sengkikhe ne cekhite ne de nangat metoh se sungkun me Kalak ee,,History
9209,tel iye pebual iye pecula iye pekakhub kekhine bane,,Story/narrative
9210,lengkap me hayak me macam ne,,Culture/Tourism
9211,kune kenin biasene mahani pekhawaten khutung tebheken senuan ato mpus kenin?,,Instructions
9212,ulang plin kisat de kene sukhuh siap edi ulang ndak khidi,,Story/narrative
9213,kau kune ken naleme nde kau kas ku meju aku gedi nimu aku oeegdi kau nge da kauwmad nge da,,Story/narrative
9214,interaksi si ku alami ngato budaye Kalak di ndak bede jauh khut budaye ku,,Story/narrative
9215,Die pas cut  malot ku bahas alas Sendah go Belit ku toh bahase alas kite,,Story/narrative
9216,khase si aku alami me sui ate khut malet mudah aku tekhime si tekhjadi di,,Story/narrative
9217,Wahai kempu ku semangat badan nabi pe tangis ter edan edan enggo ni takdir ken tuhan  azzali ni kandungen fatimah enggo ni janji,,History
9218,cekhiteken tentang sesuatu adat ato  kebiaseen unik dakhi budaye daekhakh ato negakhe kendin,,Culture/Tourism
9219,ni nasehati dan ni sayangi jime si sayang bangku,,Story/narrative
9220,kanangen mase tekhindah ni mase cut ku ielah melelo khut imbang ku dan main main masak- masak en kami khut- khut,,Story/narrative
9221,menukhut ku mlet gt tikso bagi Ken kakgenne sosmed kite eee aib,,Story/narrative
9222,sedang lot masalah ne sedang mlt sen ne sedang mbue pikeren ne,,Story/narrative
9223,Perang sabilillah pardu hukum ne sorge zannatun naim edi bekas ne bedio dari nyate lah tentu sokhte pakenen sepuluh mutu.,,History
9224,cekhiteken tentang sesuatu adat ato kebiasaen unik dakhi budaye daekhah ato megakhe kandu,,Culture/Tourism
9225,ban boco habis miyak tengah bongi banje tule mate lampu dabuh bah honda,,Story/narrative
9226,aku pe maley kite di semangat e dan vitamin dan mineral di mars di dunia ini adalah tempat yang sama,,Culture/Tourism
9227,Mude bangsawan mekhate kherat bete lam panik sepucuk surat gelar ni Edi tuan tulisken tebe ken ie patik sampe ken,,History
9228,malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe malot mekhase kaepe,,Story/narrative
9229,tingkah laku si menyebal ken bagiku kalak si kuat maneiii,,Story/narrative
9230,rakyat petaat sangat lah bakti,,History
9231,geluh ne luakh biase untuk masyakhat hebat bagas kae pe,,Story/narrative
9232,sohme janji pade ketike ne,,History
9233,kune biasene kau nemu kelewat senang,,Story/narrative
9234,cekhiteken kune peran pendidiken khut pembelajakhen ni Bagas membentuk sejakhah daekhah ato negakhemu?,,History
9235,Setengah laskar kapir celake lalu medalan hulu balang mereke laskar oang lime dengan pahlawan bertempur pule ni perwata sen.,,History
9236,harus siapken mental luiar dalam,,Culture/Tourism
9237,"suakhe-suakhe si paling get ningku kotoh , suakhe kalak mace ni mesjid edi ndak wayang get ne ate ku",,Story/narrative
9238,Baginde ali soh kire ne baginde ali turun dari kude ne tebe Muhammad rasul piatu buwe ne kafir bukan suatu.,,History
9239,"Bahagie te dapet sen ,dapet penagan tule, ise si ndak pot",,Story/narrative
9240,kune ken naleme sendah nde gedi Olin y nna yang ada empat macam betul aja waktu,,Story/narrative
9241,"takhi belo mesusun, pelebat dll",,Instructions
9242,"mukhah, lengkap kekhine let, kae si polu taboh gakhami se",,Story/narrative
9243,Aku pisah ken nyawe khut badan Sekalian kami merase senang Engko di bunuh dengen segere Ni muke enggo rapet hulu balang pewire,,History
9244,Mak kutoh ko tanyak tule tentang Edi si lain ne kae kin tanyak ii,,History
9245,petame lot kas kite sendikhi nemu nate-nate ni khumah sendikhi,,Instructions
9246,"bahagie kakhene khut kluarge, amek, apak, awok, imbang",,Culture/Tourism
9247,pandangan ku tebeken narkoba si pengakhuhi sebuah negara ni sebabken mudah su pihak lain untuk medagang ni Bagas negakhe kite,,Story/narrative
9248,yaedi si ku nangat Ken jumpe khut jeme si aku cintai si ku Dambe-dambeken Bagas geluhku,,Story/narrative
9249,peliharhe hewan khut mekhe mangan ne khut minum ne,,Instructions
9250,hak bekhu me suami khe laki eee jatah nakhen balik bahan akhi,,Story/narrative
9251,kane senang atene edi mahanse iye libukhen,,Story/narrative
9252,mlet mengengetahui kaepe kakhene kukhane wawasen tentang sebuah politik,,History
9253,mudahen ni wakhi ke depan ne lancakh-lancakh plin ke depan ne,,Story/narrative
9254,kebuenen ku dapet malet menghakhgai usahe kalak lain khut malet metoh Mido mekhijin,,Story/narrative
9255,belanje ni pasakh hahak jualen sayukh bakhu buet,,Story/narrative
9256,"hal belajakh, kakhene de ndak belajakh mlet kaepe ukhok, Edi me hal si hakhus ni tingkatken untuk dalan selanjune",,Story/narrative
9257,cekhite ken kune tsunami di mase 2004 diye dan kune cakhe ne menjadi sejakhah,,History
9258,Mengket to saudare dengen segere sila ken tuan kandu milih se jibril segere mengket be sorge muet ken pakenen yang mahal harge,,History
9259,"modal ne hakhus let,tempat usahe ne,dan khajin",,Story/narrative
9260,uweeyeh yang akan kau lakukan pisah sambut tahun berapa lama waktu yang lama bun,,Story/narrative
9261,malet ku toh kae pe nde nggo pusing takal pe nde nggo pusing takal pe,,History
9262,"te kamu nemu mengundang ise-ise pe ni dunie nde untuk mangan bongi khut kamu, ise si nangat kamu ajak, dan kae sebab ne",,Story/narrative
9263,kakhene ye aman khut sejahtera geluh ne bue syg bane,,Story/narrative
9264,menyesai Ken ne khut imbang mejile mekhok pakek ate,,Story/narrative
9265,"jinto perahu ,kae sebab gat jinto perahu kakhene de khak Lawe lebih balap Nye,atope dedak jinto kapal",,Instructions
9266,cakhe ku jumpe kae si aku gakhami khut cakhe tekhus gakhami ato pe tanyak me anggote keluakhge,,Instructions
9267,Aku de bende ni titah ken tuhan. untuk ni babe ken tebe rasul pilihen wahe riduwan tolan seri kat dahi pakenen intan ber sirat,,History
9268,nangat pelin tekhidah bacakh ni muke imbang-imbang me gedine anak sendah nde,,Story/narrative
9269,atukh Pelin ikuti kae kate ate te bahan targetne nggo Edi oelin,,Instructions
9270,tulis be nikhumah te dak gedi lupe te sikel belanje,,Culture/Tourism
9271,mungkin cakhe gukhu ne mengajakh sangat membosan ken,,Story/narrative
9272,khe mangan khe sen khe perhatien eni amin situkhune si kite khe e amin si gone tel kahalak del malot kite khe kaepe khalak muyang amin te khalak lot kane pe lot da lot gat malot pot edi me sisalah ulang biaseken,,Story/narrative
9273,akuepe jak kahi mejagung kadang mu aphi aku nikoj motoh kane dakeken udan edi nateku nde kine ngat nin cubebe kas ne be,,History
9274,cekhite ken pengalaman atau pe peristiwa si paling mele kamu khase ken ni bagas geluh mu,,Story/narrative
9275,dokho plin lah yang kau plin lah si tejadi pagi ngo di kalsium okin be kaule nste ne kas pas ne ian hwsu iye pe pagi kasn,,Story/narrative
9276,Kisah yang lain tersebut tuan muhamad ali hanafiah sikelni lawan sampe ken surat dengen bicare utusen medalan dengen segere,,History
9277,"si mahan ate senang e salah satune sen, sebab sen lah segale ne ni dunie nde untuk biaya geluh, selain edi pe let cuman malet tekhsebutken buah buah",,Story/narrative
9278,orang tue karene orang tue sangat panting ni hidup te,,Instructions
9279,kakhena Edi bahan aku bahagia khut senang ni ateku me,,Story/narrative
9280,"laus be pajak, pilih bahan si mejile,sungkun sekae harge,sengkikhe cocok bayarken",,Culture/Tourism
9281,nangat aku babai mek khut uan ku be kota mekkah khumah Allah,,Story/narrative
9282,"De aku jadi pemimpin hal si aku tekhapken me tekhuhen ku adalah tanggung jawab kakhene tanggung jawab luakh biase penting ne bagas kehidupen kite nde, de malet tanggung jawab mungkin kite nde nggo nate nate kite plin tanpe kite sadakhi",,Story/narrative
9283,ku tulis tentang dalan geluhku  si Ndak wayang nde ahahha,,Story/narrative
9284,kharakter si peling menyebal kan menuhut ku  iyalah jeme si sok metoh tapi dak toh ne kade peh,,Story/narrative
9285,Letun letun di hudan lot hudan wakhi gat khidi nampukh ni lawe gotak,,Story/narrative
9286,"menukhut ku kejujukhen sangat penting,kakhene dengan kejujukhen kite mudah ni percayai Kalak lain",,Story/narrative
9287,siapkan bahan untuk kae sisikel kite sampeken,,Instructions
9288,cakhe aku menghadapi se pecaye dikhi trus ulang pantang meyekhah,,Story/narrative
9289,si petame si ku ubah keluarga q Edi me ekonomi khut memberatkan khang tue ni tanah suci,,Story/narrative
9290,Kite kuasi  be ilmu  pengetahuan bue bakhu bahan kite keinginen  te kite di bagas khas bahan kite die,,Instructions
9291,Mendapet ken nenek dani kabatullah bagas pikiren khase gelisah mido pakenen indah berseri supaye senang khase di hati.,,History
9292,Dengan cakhe kite oakek dalam kehiduoen kite sehakhi hakhi,,Culture/Tourism
9293,kae gat gak get/ndak get sayukh,,Story/narrative
9294,bue kalak nading ketike kejadien pekhang ni kute kutarih,,History
9295,"aku lebih baik memiliki sen Mak habis habis ketimbang kasih sayang Ndak habis habis,sebab te mebue sen te otomatis mebue Kalak sayang banget,tekhe PE Kalak sayang ne Bante te NGO malet me sen Mak nae lengongken ne PE kite",,Story/narrative
9296,nabi khut sahabat guru umat ne,,History
9297,"kakhene jase ne malet te bales khut kae v, termasuk gat mas buah deleng",,Story/narrative
9298,"hal si gati kulakuken saat wakhi sabtu minggu biase ne lakuken kegiaten si bermanfaaat contohne belajakh, ibadah dan lain sebage ne",,Story/narrative
9299,kae plin hewan si kamu biakhi dan kae sebab ne kamu biakh be hewan ge,,Story/narrative
9300,pilihi sampahne si mu ni gaukh ulang kane mu bahani tule mbue model ne,,Story/narrative
9301,Keliling deleng bukit dari hutan ngelakhi ken nawe dengen kekuaten kude ne letun bhage ken panah begedi me kisah kabar riwayah,,History
9302,Me sare tambur sorte ne sulung teng khah khut tikam dabuh meguling daroh mecucur bage ni tuang takal Kalak kapir dabuh terbuang.,,History
9303,mlet satu en ne dape v sah nge kune nine Hadi kae nine Edi me,,History
9304,Edi pokhlu due due ne kakhene kasih sayang khut sen pekhlu,,Story/narrative
9305,ketekhe kao biasene mengatukh khencane pedalanen atau liburen,,Instructions
9306,malet kae pe get ate ku jadi anak bekhu hakhus mesukukh,,Story/narrative
9307,"mbue, khidi khut mek wak ku ni lawe alas, khaun2 ndape2, sante2 be khumah ninik",,Story/narrative
9308,dengan cakhe malet kutoh hahahha lucu ne,,History
9309,"aku nangat kalihen aku jadi kalak bayak, de nggo aku bayak mu ku bahagie ken okhang tue ku",,Story/narrative
9310,ketelu ban Honda te dan kekhi ne mesin ne Kane ketike kite laus dape pe kendaraan kite nyaman,,Instructions
9311,kekukhangen ku mbuee kakhene aku pe kan manusie pasti manusie ni dunie nde malet penah sempukhne,,Story/narrative
9312,kune menukhut mu te Kao mate ni wakhi pagi,,Story/narrative
9313,jika kite nemu mahani acakhe tifi bage kae jadineedi,,Story/narrative
9314,mangan bue males bue medem ulang pet olahraga,,Instructions
9315,bagas agame ku budaye paling mende edi ni waktu metamu me khumah kalak dak wayang mende ne budaye ku,,Culture/Tourism
9316,"aku senakhen ceroboh ,tangkang mlt ge ken cekhok orang tue",,Story/narrative
9317,kekhine ku sekhahken me sang pencifte khut side kekhine,,Story/narrative
9318,kakhne kukhang ne minat kalak belajakh di sekolah,,Story/narrative
9319,nemu tawakh me nawakh mebuwe pilih en sayukh ni adi,,Story/narrative
9320,jumpe khut imbang letun bedih bende malet me tentu arah,,Story/narrative
9321,"khajin khut ndak putus ase neleseken masalah, senakh sabakh",,Story/narrative
9322,kae let mate pelajakhen matekhi si kao malet get ti,,Story/narrative
9323,Suakhe bulet tentu ade nye,,History
9324,maket kutoh aku Mak penah jage pariwisata ni kas ku nde,,Culture/Tourism
9325,sakhat gembikhe,,Instructions
9326,Enggolah bhene raje bangsawan tangis meratap sangat kesedihen gugung khut cuah kekhi ni jenguk I khemuk khase ne ni bagas hati,,History
9327,"jujukh, pas aku sukhuh nyimpan sen ku buee",,Story/narrative
9328,kakhene aku nangat metoh hi se kae mahan se khut kae akibat ne,,Story/narrative
9329,mbosihken kandang ne kase nyaman iye,,Culture/Tourism
9330,Ni pintu Mesjid soh me pule dhari dulzabarut gelarne kude selamat sentose nyate lah tentu tebe Muhammad rasuk piatu.,,History
9331,"suakhe si ku sukai sebage suakhe-suakhe lembut,nyaman,tentram,bage suakhe angin sepoi-sepoi eeeeee",,Story/narrative
9332,malet ku toh khakhene aku malet ni aceh kale,,History
9333,sebelum belanje aku catat be tae si malet ni khumah pul di si kae siket tasai bakhu belanje,,Culture/Tourism
9334,menurut pendapet q Edi me bekas mebahan jeme ne baik,,Story/narrative
9335,"khekhut mangan bekal si ku babe e, mangan due alak bagas sebuah kas",,Story/narrative
9336,"cekhok Ken khakhih,tandok Ken si memasalahe,akhihken khut cakhe mejile ,sebhab kekhine let dhalan luakh ne,lot solusi ne",,Instructions
9337,Telepon  be iye  bakhu gat bah pangan me khumah ne,,Story/narrative
9338,pasti ne mekhayak malet te sebut ken buah-buah saking ken khayak ne,,Story/narrative
9339,pernah waktu ni pasantren aku kene pampang khut imbang ku kakhene kamakh kami cemak,,Story/narrative
9340,"si Nemu membimbing be dalan si benakhne, si Nemu ngekhti khut kite, mejile khupe ne de Nemu nak laki si paham agame",,Story/narrative
9341,"mungkin kakhene cekhe menjelaskan ne,khut isi cekhite ne",,Story/narrative
9342,tradisi keluakhgeku de dang khut mangan malet Nemu mencekhok pokus plin mangan,,Culture/Tourism
9343,"wakhi terbaik bagiku wakhi kesuksesen, sukses aku ni dunie pendidiken, bahagie khang tue ku senang khasene ngidah se",,Story/narrative
9344,"ulang kin khe,,ajakhi anak e mejile,,,ajakhken sopan santun,,belajakh,mace,ulang khe kekawakh,malet baik untuk anak tekhe hp",,Story/narrative
9345,hewan singe eee me biakh kite kakhat ne tas indung eee no mago,,Story/narrative
9346,kae kau mengucapkan ue pada suatu hal terakhi nde nu malet kutkh,,Story/narrative
9347,De len Honda pake edi gat kite laus me pantai die,,Instructions
9348,si biase ne ni budaye kmi kebiasaan kami ni khang alas nde melakuken pemamanen,,Culture/Tourism
9349,pak ame uwan mu lah malet ku ukhok kae si kao kate Ken cakhe jelas Ken see,,Instructions
9350,isi pokmulikh ni bagas hp e bakhu ni pkhoses iye,,Story/narrative
9351,malet kae pe kukhang ne belanje di supermarket lengkap kekhine,,Story/narrative
9352,menukhutku sen malet mu nukokh kebahagie'en sebab kebahagie'en e malet mu ni ukukh khut sen,,Story/narrative
9353,"suakhe mace,  suakhe sholawat edi amin situkhune",,Story/narrative
9354,menurut q imbang pintar Edi iye khajin belajar ni khumah khut Ndak sombong,,Story/narrative
9355,maso me kite nihande plum kae si yannni bukho kaus Mahan sekhik Hamin v,,Story/narrative
9356,metohi tentang seluk beluk kehidupen manusie,,Instructions
9357,terlambat datang pas moss(masa orientasi siswa),,Story/narrative
9358,mekhe perhatien me khalak lain laus lajang gat mangan gat tandok due alak amin edi si malot nemu kite lakuken,kasih perhatian sama orang lain pergi jalan-jalan terus makan terus duduk dua orang saja itu tidak bisa kita lakukan ,Story/narrative
9359,"cekhiteken pekhan musik khut seni bagas budaya mu, termasuk tradisi atau praktik unik",,Culture/Tourism
9360,siap ken penagane de cemak iye khidi ken,,Instructions
9361,kedua khang tue pemandengen pul gat pantai laut,,Story/narrative
9362,hakhus ubah pikkhen te tanemken Bagas dikhi bahwasen ne kite Edi Nemu bekhubah menjadi lebih baik,,Instructions
9363,"pemamanen, tangis dito",,Instructions
9364,Pahlawan polisi balik kembali selamat tinggal rasul usalli balik kembali segere cepat turun dari kudu ne ie melompat.,,History
9365,palingen sukhuh kalak ngalo upahen tuk nuan se ato v manen se,,Instructions
9366,kaekhne sedih su akap ne lebih sedih ne gedi ku khase aku pe,,Story/narrative
9367,kae pendapat mu tentang hubungen yang sehat,,Story/narrative
9368,impien ku untuk menjadi jeme yang sukses si Nemu bahagieken khang tue,,Story/narrative
9369,acara pernikahan adat alas,,Instructions
9370,kugakhami be kalak si nggo lot pengalemen ne bakhu adi akhi aku belajakh,,Instructions
9371,cekhiteken mengenai peran ginge gak cekhite khayat atau tradisi lisan bagas budaye kite,,Culture/Tourism
9372,"te aku Nemu mecekhok khut hewan,hak si nangat aku nanyak Ken se ee masalah pengatoen ne,ape kah Bali pengato ne bage kite Manusie nde,atau mungkin dakhi segi pengato wakhne,kadang bede gelakh wakhne kite khut iye",,Story/narrative
9373,khangtue khubat ni Bagas khumah ni hadepen anak- anak ne,,Story/narrative
9374,wakhi terburuk ku ketike aku ni mengasi ame ku dan dang pms,,Story/narrative
9375,hidangan kami jukut pahakh gedi nge Hamin kae si let tule,,Culture/Tourism
9376,jelaskhen nimu inginkhen jadi jeme si bage kae,,Story/narrative
9377,de nggo senati ni jagai pakek gane puket tule,,Culture/Tourism
9378,menukhut ku kualitas demokrasi ni Indonesia let kemajuen dakhi tahun ke tahun,,History
9379,"ato bakhang ne,ato ukukhen ne,wakhne ne,nggedhang ne,Dhe nggo pas pesan gat,Edhi pe Dhe let sen",,Instructions
9380,"cekhiteken pekhan musik ditanoh alas hayak macam ne contoh ne sepekheti tangis Dilo cekhane,tradisi ni Tanoh alas sepekheti  pemamanen jinto kude",,Culture/Tourism
9381,"manuk labakh, cimpe, gelame, tumpi, puket gaukh",,Instructions
9382,kakhene keluahrge ku mampu mekhne aku motipasi bang ku,,Story/narrative
9383,ku tohhh aplikasi ndeeee dakhi kakak kuuuuu su paling cantik jelita,,Instructions
9384,"maham gelame, mahan cimpe",,Culture/Tourism
9385,"cakhe membedeken kualitas bakhang salah satu ne dakhi bahan si ni guneken,mejile kah atau malae",,Instructions
9386,"banjekhe, khoh lawe mebelin, tetangge khukhang khamah",,Culture/Tourism
9387,te aku sedang luakh khumah sewakhi suntuk aku lajang-lajang sade-sade me deleng untuk nenang ken dikhi,,Story/narrative
9388,nading ken kelaparan kami de bga hahahah,,Story/narrative
9389,tayak tanyak Ken si panek ee Kase khubat sebena ne mlot mu khubat da medose  mejile plin lah gho,,Story/narrative
9390,Bai yang akan kau lakukan pisah sambut tahun baru balas,,Story/narrative
9391,Made se ame tapi se ayah gelar ame ne futri hanafiah hambe terang ken pade mase ne supaye jelas terang cerite ne.,,History
9392,bue bahan Senen me senang ate belanje bedih bende lah de gho bue sen ape lagi lot kahamh me taboh dak sedih su geluh v,,Instructions
9393,mbue sen Kase bahagie Dhe malet sen ngato jeme pe bodut gat,,Instructions
9394,peran pendidiken khut pembelajakhen Bagas membentuk sejakhah daekhah atao pe negakhe enggo mulai terbaru ato pe moderen mulai meningkat khut let pekhubahen ne,,History
9395,kukhang toh tapi gayese malet mungkin kakhene sulit kalak luakh memahami bahasa teh,,Culture/Tourism
9396,kesanku sangat baik kakhene aplikasi nde sangat berguna,,Story/narrative
9397,"bueee, khakene aku typo cekhok kale khut malaikat pas nanya 77x pot padahal sampe duniye pot balek",,Story/narrative
9398,"siapken mental, bace doe puldi siapken matekhi kiete si sekel kite majuten khut kite jelasken di depan umum",,Culture/Tourism
9399,"menukhutku kae gat Nemu khilafah Mahan masalah ni Indonesia sebab Indonesia mengakui pepigai agama,sistem khilafah nde cuman berfokus ye me buah agama khut budaye,sengkikhe ne kite ganti sistem pemekhintah khilafah ni Indonesia,akan jadi pekhak saudakhe ni antakhe khakyat Indonesia",,History
9400,"alas, pernah ndak mangan pe kalapakhen",,Story/narrative
9401,mimpi terkh aneh si penah akau alami adalah nikah khut kalak pendahat akmtau v ni kejakh kejakh hantu,,Story/narrative
9402,"pendapetku tentang hubungen si sehat adalah baik, jujukh, khut bertanggung jawab dan akukh",,Story/narrative
9403,Bertimbun bangke bage ken bukit badan endak dapet nange berbangkit ni datas bangke pasntas letun ne buwe lah kapir mate rupe ne.,,History
9404,"te let sen mu biaya i se,siapken bahan-bahan si perlu ni siapken untuk bahani SIM e",,Instructions
9405,tiap jeme let kekuatene untuk gekhok Ken kekuatan e butuh tujuen jadinkhe tujuen,,Story/narrative
9406,pot ten aku kasih sayang kakhene soh digan pe malot habis-habis,,Story/narrative
9407,khang tue ku Mae ku Edi si beharga ni dunie nde,,Story/narrative
