,Alas,Indo,Domain
9867,menukhut ku aku tekhkenal kakhene pendidikenku khut prestasi si ku dapetken sehingge Mahan aku ni kenal Kalak lain,,Story/narrative
9868,kerine  saudakhe tangis-tangis en,,History
9869,"siapken alat tempur untuk panen se, gakhami jeme panen se te mlt kongin panen se Sade, pul panen gt jual",,Instructions
9870,cekhite ken hal hal kae plin di nikmati wisatawan lokal ni daekhah mu,,Culture/Tourism
9871,patung berhale ie dikhi ken,,History
9872,melelo ni dpe kek untuk mene Ken suntuk Edi v kan sah eoy kan,,Story/narrative
9873,"pante barat sebuah tempat kalak khaun atau sante kakhene tempat ne bogoh, luas, bosih ni tambah hawe ne khut pemandangen tambah lawe manun",,Instructions
9874,mampu Mahan sekolah anak ne SE ndatas mungkin sedangken keadaan ne sebenakhne napih,,Story/narrative
9875,kakhene bahagie kase ye cekhem atau v let kadang lucu,,Story/narrative
9876,kune kau putusken ingei nikoh kae nde die pagi neku kau pe aajdi ahsv,,Instructions
9877,"kune cakhe mu ngucap ken malet, ni suatu ke inginen mu",,Story/narrative
9878,khalak na sok banyak melelo na ma kenal waktu,,Story/narrative
9879,aku nangat terkenal bagas bidang menyanyi kakhene aku mekhase lot bakat ku ne bagas menyanyi,,Story/narrative
9880,Rupene elok Made buweten karene pakeken bertatah intan lot ne PE junjungan gudang hikmat adinde mohon sembah dan hormat,,History
9881,kadang ni dikhite ne lukah lucu kane lupe atau tebalik lukah pakek suakh atau baju kite,,Story/narrative
9882,kune si NU dan Muhammadiyah e wa wa wa wa ne aku tak pernah bisa dek Arya,,Culture/Tourism
9883,pertame jumpe ni khoh okhang tue ne mekhumah nebut ken sikel jadi pemain ne nine aku untuk anak ne siap edi ni jumpe ken keluarge ne aku khut anak ne siap edi saling tukakhen nomor hp kami,,Story/narrative
9884,mekhamah paling memaluken menukhut ku kakhene Edi perbuaten ni  larang tuhan te,,Story/narrative
9885,Te laus mengket daekhah ku ulang bue su tingkah khut ulang bue su ikut campukh ukhusen kalak lain edi amin,,Culture/Tourism
9886,Kite si tading yatim piatu ni Yawan Kalak rupe ne tentu. Baginde hilang ni tengah Medan wahe kakanda semangat badan,,History
9887,cakhe ku mecekhok khut uye adalah dengan telepon nen kht vc en sehingge kami tetap denoh walau ketekhe v,,Instructions
9888,melelo Khut imbang jop wakhi Sampek lupe waktu,,Story/narrative
9889,khidi ni Lawe kute khut imbang langi-langi menggel cih,,Story/narrative
9890,tentang budaye kite nde malet sesu6su khut agame kite,,Story/narrative
9891,kune cakhe kao menentu kae si bakal kao tuko me di pangan,,Instructions
9892,dihadiri oleh saksi kedua belah pihak,,Culture/Tourism
9893,nampak de mende e mende iye nampeng gat malet tim lelet e payah,,Story/narrative
9894,kune cakhe kau mencape tujuenmu tekhe naleme sunguh sunguh kae si mi inginken ze pas kan,,Instructions
9895,pagu anggaran yang ada di dalam tubuh manusia yang mengeluarkan uang untuk,,Story/narrative
9896,pengalamen ku ni bhagas aplikasi nde Nemu nikateken Mahan ilmu atau pe mengasah dikhi kin tule,,Story/narrative
9897,ni keliling gajah ni pasang jerat,,History
9898,bagas jelas sebuwe mungkin jelasken pengalamen si mekesan ato bekhmakne si kenin khaseken,,Story/narrative
9899,"ketike sen kite lot si Nemu nukokh kae natetepe untuk khang tue si kite sayangi si Nemu Mahan iye bahagie, selain Edi kasih sayang nepe mlet penah bekukhang bante",,Story/narrative
9900,lebih ne amin let ase ne te ni paken malet ase ne,,Story/narrative
9901,cekhiteken peluangne Kao mengenai masalah ni lingkungen mu sendah nde,,Story/narrative
9902,malet ke majuen kehopsi bue su te bage kite de malet kite toh,,Story/narrative
9903,malot mesatu,,Story/narrative
9904,nipe si paling aku biakhi kakhen aneh palin menukhut ku,,Story/narrative
9905,Sebat suraten enggo tersaji runtuh me enggo payung khut panji enggo lah nasib untung mu tuan suraten mu enggo mate tertanan,,History
9906,ni khumah khang tue ku kas paling taboh ni kas si,,Story/narrative
9907,putus me harapen kami de kekhi,,History
9908,wakhi terburuk ku ni tadingken kedue khang tue,,Story/narrative
9909,cakhe ku mengenai kekhitik adalah sangat mende kakhene dakhi kekhitik en kite e kalak dapet metoh kekulhangen ne,,Story/narrative
9910,made ku hiro ken kate ni orang,,History
9911,si aku sukei khupe mejile pekhasat ne v Mende dak bue bage,,Story/narrative
9912,khang melande hobi ngalukh,,History
9913,kae si dapet kao majuken pade aplikasi kami,,Story/narrative
9914,Edi wajib kakhene Edi go kin khak ne  akhus lah ni penuhi kae si nangatine,,Story/narrative
9915,"si get ate ku mengenai budaye ku,petame pelebat, pemamanen,ngekhane,,kenin pe da bue ne pertanyaen kenin bangku akh",,Culture/Tourism
9916,"lajang-lajang,mangan-mangan menggosip khut karokeen",,Story/narrative
9917,pola pikir mencerminken kedewasaen,,Story/narrative
9918,menukhutku si tekhjadi ni Mase depan mbue ne jeme malet me akhlak,,Story/narrative
9919,kakhene mungkin kalak di mumet senenakhen ni khumah,,Culture/Tourism
9920,kedue mekhadat siap edi bakhu gat resepsi ne akhise,,Culture/Tourism
9921,Tersebut Kate paduke sultan enggo kerjaken barang jabaten sampe Ken segere anat be perang tombak senapang  ulang lot kurang,,History
9922,dekat me tuhan ulang ihi khut dengki edi mahan kite senang,,Instructions
9923,ke tike kite peduli dudaya de make cintei pelian ie,,Culture/Tourism
9924,"buet gekhe,bahani bahanen khumah ,siap- laus  dan bace bismillah ketike siket bekhangkat",,Instructions
9925,sedih khut gari ni sakati khut ji keceweken,,Story/narrative
9926,Kane laus lah iye khut pakeen si compang camping,,Culture/Tourism
9927,aplikasi ikata nde adalah aplikasi yang menerjemahkan ke bahasa kite nde yakni bahasa alas,,Story/narrative
9928,Tebe adinde de kabar Ken tentu ateku usah Made suatu karene rupene sangat lah Indah ate koinde terlalu gundah,,History
9929,hal hal kae plin si mahan kamu gat mekhase ni cintai oleh kalak lain,,Story/narrative
9930,okhang Tueku  dikhiku khut kesehaten kami kekhine,,Story/narrative
9931,"khumat adat alas, khumah adat gayo ni kutecane, jembatan silayekh khut jembaten bru dinem",,History
9932,cerite si Nemu di bagi khut imbang cerite lucu si ni alami saat sikel me kampus,,Story/narrative
9933,mebue Ibadah Khut ulang melawan khorang tue kite Kane geluh kite taboh,,Story/narrative
9934,kahene ye mecekhok jujukh khut amanah dan mudah ni pecaye,,Story/narrative
9935,"te let sen mu biaya i se,siapken bahan-bahan si perlu ni siapken untuk bahani SIM e",,Instructions
9936,"ulang penah tadingken cekhok te,walau pe kite laus ndauh",,Culture/Tourism
9937,kae pe mu kau bahani asal kau senang mbelajakhi bahase lain,,Culture/Tourism
9938,kae pelit hal yang membuat  kandu mengse  pang,,Story/narrative
9939,si bahan Ndak fokus nae Edi mbuesu melelo,,Story/narrative
9940,kae kau mendedikasiken waktumu untuk sadek hal gende gende tedi tuan sukut,,Story/narrative
9941,aku penah dabuh khut imbang ku muke mantanku,,Story/narrative
9942,"cakhe ampuh untuk menaiken bekhat badan,salah satune kuat mangan",,Instructions
9943,senat biase pelin malet sui su sebab aku nak Khu senat ne tong cut,,Story/narrative
9944,laskar ne edi kerine muke ni kandang laskar segale mereke,,History
9945,pot ten aku kasih sayang kakhene soh digan pe malot habis-habis,,Story/narrative
9946,silayakh khut bekhu dinem kakhene cekhite cintene malet nemu tombung judu,,Instructions
9947,kakhene mukhid Ndak suke gukhu si kejam e,,Story/narrative
9948,madelah dapet ngelepas ken diri,,History
9949,gato Kalak dabuh gato kalak mekhamah Edi bakhu khami kukap,,Story/narrative
9950,saat aku libukh panjang dauh dakhi khumah te khut khang tue gembikhe,,Culture/Tourism
9951,de go Kase nangat aku payah ngentiken se kakhene aku jeme ne kekhas kepale,,Story/narrative
9952,go pahe ni mate khang tue ku mekhege bagi ne anak anak ne,,Story/narrative
9953,"penjajahan Dhie mempengakhuhi Indonesia nde mbabhe pengakhuh ndk Mende ,Mahan kite tekhsikse khatusen tahun ndekah ne",,History
9954,si bahan aku kesal Edi ketike imbang Ndak menepati janji khut iye bual khut aku,,Story/narrative
9955,siapken bahan bahan si sikel nobahani,,Instructions
9956,"te kucekhite ken gat megedang nan, inti ne pelin gat kusebut ken bahwasenne te sekolah ee ndak wayang khami ne, kadang gat lot bosan pe, begedi me mebahan pe",,Story/narrative
9957,kapir pe letun bage ni sipat,,History
9958,"bahasa indonesia sangat penting dlm kehidupan sehari,,",,Culture/Tourism
9959,setiap manusie let khase biakh kane ndak pecaya dikhi,,Story/narrative
9960,kase malet setekhes menghibur dhikhi sendirkhiii,,Culture/Tourism
9961,"hal si Nemu bentuk dikhi ku behubungen khut lingkungen keluarga ku, imbangku kekhine Pokokne si penah megaul khut aku e PE termasuk me Bagas pembentuken dikhiku",,Story/narrative
9962,dengan cakhe lebih giat belajakh memahami bidang te masing-masing,,Story/narrative
9963,turan turaq menjawab madah,,History
9964,bue su pehacun ni kampung ku,banyak sekali peracun di kampung saya ini,Culture/Tourism
9965,karakter ku begedi me mebelin just kite tampan tule pokok ne,,Story/narrative
9966,serase ne keneng ni bagas lauten,,History
9967,"bue cakhe untuk mencapei sesuatu si kite hakhapken, tekhutame let usahe",,Instructions
9968,kakhene anak anak Indonesia nde tekhlalu buwe su main hp,,Story/narrative
9969,"te sengkikhe ne ku bahan gue ni deleng,gue si ku bahan model mejile bage khumah khumah si ni negekhi akhap eee",,Story/narrative
9970,saat melakuken kegiaten si Nemu Mahan semangat kite metambah Ndak mebosanken,,Story/narrative
9971,akham aku toh no bakhu lot kidah pertanyaan geno,,History
9972,menukhutku sen malet mu nukokh kebahagie'en sebab kebahagie'en e malet mu ni ukukh khut sen,,Story/narrative
9973,cekhite tekhbaik dakhi sekolah ku adalah didape aku mendapatken prestasi didepan khang tue ku dan mendapatken penghakhgaan oleh gukhu ku edi me cekhite tekhbaik ku dakhi sekolah ku die,,Story/narrative
9974,"menukhut ku LGBT ee tekhmasuk pekhubaten si bukhuk ni ajakhen islam, pekhubaten si paling kotokh khut menjijiken",,Story/narrative
9975,yaedi dengan menelengi bentuk khut kondisi sewaktu menukokh se,,Instructions
9976,hal si aku lakuken nonton video main hp vc khut awo ku sampek capet mate ku,,Story/narrative
9977,takal me biang ge gakhe kao aku malet mu ngocok ni khumah,,Culture/Tourism
9978,Tersebut kabar situ handa len anak de ni sungsung sepanjang jalan gegente kude ne made berbunyi wahe anak ku usul yang sani,,History
9979,kae pelin ingeten mu si nemu mahan ate mu senang,,Story/narrative
9980,karene iye ulang tahun Edi make aku sebut,,Story/narrative
9981,tenoklogi ni mase depan pastinkhoh cangihne mungkin kekhine pakek robot,,Story/narrative
9982,"hayak, mbue imbang, ngimbangi kalak mekhamah, letun kahe letun kolu",,Story/narrative
9983,Seno kire ne lot saudare tuan ku bere lah surat tebe ken aku nemu ku Tulung dengen segere ndape lot qaum sanak saudare,,History
9984,kune cakhe pige kate terpenge ngakhami bagi kite,,Story/narrative
9985,penakit nisebabken khematik,penyakit di sebabkan  rematik,Story/narrative
9986,Kane kite Bue sen mu kite beli khine ideme Bue sen bahagia kite,,Story/narrative
9987,de aku mekhancang bagu akan ku bahan bage baju barbie kakhene aku ge khidah barbie oyuk soal mende ne tapi de makek edi melhase bage ni khatuken,,Story/narrative
9988,mebuene jeme penangko khut pembunuhan ni kute kute,,Story/narrative
9989,"te jadi Poto graper aku,aku hobi motoken pemandangen,ku Poto bunge-bunge, ku Poto,jeme ganteng,jeme mejile jeme estetik pokokne mebue me si kupoto",,Story/narrative
9990,"nde kao sedanh ni luakh khumah sepanjamg wakhi, kae plin hal si kao lakuken?",,Story/narrative
9991,"ketekhe aku Nemu kebenenen kunci kakhene teledokh, lale, lengah",,Instructions
9992,nakhen gedi Pelin malet lebih lanjut Ken kae si Nate Bagas ate pelin,,Instructions
9993,bahwe sanye ni bhagas pesta (khorje di) malot kae pe si lompang khut si lolo ne,,Culture/Tourism
9994,cekhiteken kae si tekhjadi ni bagas wakhi nde,,Story/narrative
9995,bakar sampah ne bia Ndak tercemar ni sekitar nde supaye jd abu sampah nde ndeh ni bakar,,Story/narrative
9996,musyawarah kane selesai masalah e ndak nae mbelin,,Instructions
9997,cakheku agakh tetap fokus adalah dengan cakhe megeken kae si te kalak diii,,Instructions
9998,kakhene malet kesekhasien ne mange dalan mendalani khumah tangge nee,,Story/narrative
9999,"malet sedih pe biasa pelin, malet mesui ate ku, kakhene bue simpanen ku",,Story/narrative
10000,"malet kae pe indah,pepelin mesui ate ku,malet ku gup",,Story/narrative
10001,kae plin kualitas jeme pengurus khumah tangge si hebat,,Story/narrative
10002,ni sikham senakhen,,Culture/Tourism
10003,"get ate bhe kalak Korea e,Tah kekadhe kin dhaa,Ndak kite sup mege SE pe ,khoh bhende ne khoh bedih ne,khoh ini ne gat khoh iTune,semakin lebhe gat semakin adheh amin,ma ku pang sembakhang mecekhok ,sebhab mejute jute si get bhe artis luakh ge ,bhage kudhun amin kidhah model Kalak dhi nyanyi",,Story/narrative
10004,"bongi-bongi ato kegiaten untuk pagi, catat kae si polu babe, siapken kekhine Bagas tas, pepagi e ato tule Kane ulang lupe",,Instructions
10005,Pakenen bertatah intan mutiare Ni bagas sorge enggo tertentu Ni bagas zannah Tuhan Rabbani Wahe Fatimah wajah nurani,,History
10006,sifat si Ndak Mende dakhi Kalak sifat ikhi dengki khut kalak,,Story/narrative
10007,sebut Ken Bane ulang bue si crok bosan aku meghe se v Kao no mecrok laus lah ko bedih gho Tah kae ko yan ni Ano mlot me paedah kidh v khidi lah gho bedih bau su ko no ve kidh,,Instructions
10008,Mendapet pakanen indah terlalu jadi ne nenek mu mekhate pilu wahe kempuku belahen badan iluh ku ambur ber kilo kilo en,,History
10009,yaedi cakhe mendidik si lebih baik kakhene didiken khang tue sangat mempengakhuhi geluh si akan khoh,,Story/narrative
10010,"de nggeluh nde de bayak, pejabat hargai kalak, ni segani",,Culture/Tourism
10011,' Ahli nujum menafsikh ken pekhistiwe aneh ende,,Culture/Tourism
10012,kune kau gambakhken dikhimu,,Story/narrative
10013,tentang kae si kau hadepi  sendah de,,Story/narrative
10014,"kate amek ku, aku baik budi, penurut,disiplin dan penyayang","kata mamak ku, aku baik budi, penurut, displin dan penyayang",Story/narrative
10015,menurut mu dape lebih baik let sen malet pakek habis habis atau kasih sayang si malet terhingga kune cakhe ne kamu milih se,,Story/narrative
10016,mebuwe su kalak buwet pinang kacat khut ngabu,,Culture/Tourism
10017,"tujuen ku sikel jumpe khut nabi Muhammad saw""",,Story/narrative
10018,"laus me kas tekhem, bage laus me cafe cafe kas karoke nyanyi nyanyi de Nemu gat dempik dempik Adi kase Ndak jenuh",,Story/narrative
10019,"bace bismillah,siapken bahan-bahan untuk tanem jagung e",,Instructions
10020,"aku khut pak'e ku bage imbang ku bahan, kane kae pe side ndak wayang masih ne bangku, begedi pe aku masih be side",,Story/narrative
10021,menukhutmu kau lebih baik lot sen si malet akan habis atau masih sayang si endak tekhindakh kae ngat nemu kao pilih edi,,Story/narrative
10022,Husin berkate tebe ken kude ne Supaye zenab dapet tahu ne Balik to kao segere mendapeti Bahwe ne hambe enggo lah mati,,History
10023,nolong sesame sodakhe nempuhi iabu kase tetap jage si laturahmi,,Story/narrative
10024,aku nagat segekhe lulus kuliah khut nemu ikuti cpns dan semoge aku nemu lulus untuk membageken kedue khang tue ku,,Story/narrative
10025,"idih ape me kutoh ,soalne mange ku dalani pe Edi hanya Allah si nentuken se",,Story/narrative
10026,aku sangat jumpe khut ayank ku si ank Bandung ee,,Story/narrative
10027,"de kau nulis ni sebuah buku, tentang kae pelin let hadi ni buku tekhsebut e?",,Story/narrative
10028,"se kutoh  ne, de nangat bacakh da, khajin -khajin ye belajakh kane gekhe kite bacakh ukhok kite kae pe",,Story/narrative
10029,mege ken pesan duli baginde iluh ne hamburmembasahi dade sekalian kalak kemabli pulang,,History
10030,ni daekhah ku panga nen si paling taboh edi masak telu gode cimpe khut ikhis edi dak wayang taboh ne,,Culture/Tourism
10031,bahagie go saling pecaye kite saling cinte kite saling sayang akhhekh ne,,Story/narrative
10032,"sehat badan,Ndak kisat megekhok,Ndak kisat mebhahanen Pe",,Story/narrative
10033,budaya ku unik kakhene mbue se nemu ne pelajakhi dari budaya ku,,Culture/Tourism
10034,tong mebue kekukhanhen ni bagas dikhi nde tekhmasuk mange nemu menjadi tekhbaikne untuk pasangan untuk sendah nde,,Story/narrative
10035,"lot konten kteator ku sebuah si paling get ate qu di tiktok konten ne tangtang memasak iye,taboh taboh kehine si tasak i ne get ate ku ngatose",,Story/narrative
10036,hal si kusesali selame nggelukh iyalah melawan khut amek uwan ku,,Story/narrative
10037,bagaimana sejakhah memengaruhi kehidupen kite saat ende ny lah,,History
10038,dekah ne medalan mahkote ratu bertemu dengen sepohon kayu kayu si datas sangat keterlaluen lalu berhenti sultan bangsawan,,History
10039,Kerene baginde enggo lah kalah ate khut jantung khase terbelah terhenti meratab zenab dan siti. iluh ne hambur made nge ngadi,,History
10040,kane taboh kasne pemandangenpe mantap kidah kalihen edi mahanse pot aku lajang me kas edi,,Culture/Tourism
10041,"nggo pe talak 3, edi haram hukum ne, bali gelakh ne mejine selame iye khut tule",,Culture/Tourism
10042,"lingkungen ku,hp,khut kas ku sekolah,sebhab lain kas lain Kane pelajakhen si ku dhapet",,Story/narrative
10043,aku oe oit nge gedu oe ukhok e dan jage itik yang tidak nemi au daleyen pegaye yang tidak bisa lihat wajahnya,,Story/narrative
10044,kakhene iye mejile dan jile pekhasat bayak tule,,Story/narrative
10045,cekhite ken kune kalak si pekhnah mekhe ken pengaruh belin ni bagas geluh mu dan kae sebab ne,,Story/narrative
10046,gat cindahi ni lantar si goni sedie ken kaakit api timai sepet tasak,,History
10047,ni dunie de pahe lot bahagie khut sedih ne kekhine jeme pe pehe lo ngalami se,,Story/narrative
10048,pas sakit mebue Kalak si sayang ate Edi si paling mekesan bangku,,Culture/Tourism
10049,lubangi tanah yang nigali setebal 20 cm,,Culture/Tourism
10050,"sen,bakhang-bakhang,keluakhge khut jabu jabu",,Story/narrative
10051,minumen khas kutecane si malet ni jumpai ni daekhah lain pekhtame minumen lancing,,Instructions
10052,khe ken instruksi langkah demi langkah kune cakhe untuk menanem dan memanen kelapa sawit,,Instructions
10053,mbuwe de mate terbilang begedi me kabar kate karangen wakhi pe mendung matewakhi pe hilang kisah negedang bukan kepalang,,History
10054,ku tanyak si ngo pengalamen tentang edi kuneningku kane ku sebut ken kae nine kan gedi cucok dak te gadis jau lah di,,Instructions
10055,"impien ku kedepan ne agar nemu mambahagie ken kedue khang due ku, kase khang tue ku bangge bangku",,Story/narrative
10056,te misal ne kamu lebih memilih kalak jujukh atau kalak menghargai mu dan pet menjage pekhasaen mu walau pe hakhus pebual,,Story/narrative
10057,menaruh pilu khase ne walang,,History
10058,"manuk labakh, cimpe, gelame, tumpi, puket gaukh",,Instructions
10059,taboh kukap bersyukur aku kae si kuheken Allah bangku e nikmati kae si let,,Story/narrative
10060,Tersebut me anak istri Johari menaruh dendam Made Terperi ate sie sakit bandingan larang Mido Ken izin pule sekarang,,History
10061,aku pe Ndak sanggup tadingken Kao sekhalak,,Story/narrative
10062,bue kalak luakh akhi khoh me cane ne ngato wisata ne,,Culture/Tourism
10063,darami plin kas Taboh khut Mende bosih ne,,Instructions
10064,mangan khut keluwakhge ku kekhine edi me palinh senang aku kalihen,,Story/narrative
10065,jumpe gukhu si baik dan khamah tamah me siswa,,Story/narrative
10066,bue tuko buah pul edi mangan buah kane let tenage gat let perkembangan ni tubuh te,,Instructions
10067,budaye si paling ndak membanggeken adalah ndak mengikuti pekhatukhen si lot,,Culture/Tourism
10068,"aku biakh khut nipe,alasenne kakhene nipe malet me kiding tetapi letun ne balap,kan aneh",,Story/narrative
10069,menukhut ku tokoh si kontroversial iyelah abdul somad ede iget ndak pas tahun 2017 iye laus me hongkong,,Instructions
10070,sebut be kalak tekhe cakhe unik bahani budaya mu menjadi get ate kalak,,Culture/Tourism
10071,bage mbayu sumpit khut amak bage penangan no tule di online Ken nggo,,Culture/Tourism
10072,medalan me ie sambil memandang api ne belin sangatlah garang,,History
10073,cube sebut ken kae kae plin hal si mahan kamu benakh benakh bahagie,,Story/narrative
10074,"menukhutku gende, de lancakh jakhinhen taboh kite melelo hp pe ndak nange lelet",,Story/narrative
10075,medalan angkaten khaje yang khani cekhi hulu balang made nai sunyi medalan ni tengah padang yang yang lapang jumpe medalan duwe me simpang,,History
10076,ni tangkis umar langkah ni buang mem bung-bung datas tebeken awang lepas ni tangan si raje jangki rencung ne kabang membung-bung tinggi,,History
10077,isi pokmulikh ni bagas hp e bakhu ni pkhoses iye,,Story/narrative
10078,kae plin si perlu ni kitetoh oleh kalak si nangat khoh hi daekhah atau negakhe mu?,,Culture/Tourism
10079,cakhene jage daekhah kebudayaen kite nde,,Culture/Tourism
10080,malet kae pe kukhang ne belanje ni pasakhak te hayak sayukhuk manuk lengkap me adi,,Story/narrative
10081,siap Ken bahanen ni khumah siap sen siap tujuen ne,,Culture/Tourism
10082,"cekhite pegeluh suami istri lot si bahagie, lot si mendekhite, lot si bayak, lot si miskin",,Culture/Tourism
10083,Ni bere ken tebe ayah de junjungen Dari pade sorge asal ke khohen Ni hadih nakhi khoh pakenen Bertatah intan dengen berlian,,History
10084,suruh babe ne emas dan intan menuju karbale padang daraten wakhi pe enggo setengah malam lot ni pujuk sorte gerindam,,History
10085,cekhiteken momen si berkesan ato pe si bermakne si pekhnah kao dapetken ni alam bebas nde,,Culture/Tourism
10086,cube sebut ken kae kae plin si mahan kamu gat nemu tertawa waktu khut imbang mu,,Story/narrative
10087,walo va aku sadakhi demi Ken cinte ku ko Mahan aku mesui dape,,Story/narrative
10088,menukhut ku taboh ne ni Hadi lot AC ne khut taboh kas ne v bosih,,Story/narrative
10089,muhamad ali hanafiah khaje beriman tebe saudare kawan dan teman saudare ne sentuwe si umar ali sesampun ne megelar akhirul ali,,History
10090,khut cakhe babai masakhakat Bagas organisasi si ni dikhiken ato ni tekhapken ni Bagas kute kite,,History
10091,begedi go nasib dengen janji en,,History
10092,ni hguhe batu yang sangat kelam,,History
10093,maso geken cekhok kalak tetap fokus me tujuen si nangat ni cape,,Instructions
10094,sedang cut mase khami melelo khut imbang,,Story/narrative
10095,"Hal si paling kuhakhap ken ni bagas geluh nde adalah nate ku aku jadi kalak sukses, tetap khendah hati, jujukh sehingge aku nemu babe okhang tue ku me tanoh suci dan menyelamatken okhang tue ku dakhi api nukhake si aku bahani",,Story/narrative
10096,dengen segere engko sambungken,,History
10097,tenteng dirikhi ku geluk ku darkhi cut kale te gat kisah cinte ku,,Story/narrative
10098,wakhi se paling sempukhne untuk ku sewaktu aku nemu memenuhi kewajiban ku sebagai hamba allah full sembahyang 5waktu sewakhi sebongi dengan tepat waktu,,Story/narrative
10099,iluh ne hambur dere berdere buk ne gedang kusut ter ukhe terhenti ratap siti handalan menuju negeri dengen kebetulen,,History
10100,mengakibatken cuace Ndak wayang hangat ne mengakibatken mbue penyakit khut payah Kalak mebahan khut beraktifitas pe,,History
10101,sultan berkate me khate rawan ni tengah halamen enggo kelihaten ate de patik sangat keliru apekah dabuh dari awan biru,,History
10102,masa depan ne lebih canggih me ketimbang sendah de gedi,,Story/narrative
10103,melolo khut imbang malet peduli kepada en kae pe tetap melelo,,Story/narrative
10104,hal kekae pelin biase ne nangat kao mekheken se tebeken Kalak lain,,Story/narrative
10105,kune pekhubahen iklim si mempengakhuhi pemanasen global,,History
10106,amemu bercinte tanduk temenung,,History
10107,makai dalani,,Story/narrative
10108,"cerite para pahlawan kale, iye sangat memotivasi",,Instructions
10109,dengan cakhe bantu ye kae si pekhlu ne tanya,,Instructions
10110,InsyaAllah aku akan lakuken hal si plbaik baik ne wakhi nde,,Story/narrative
10111,"keluarge paling utame, imbang si nolong aku Bagas kesusahen, saudakhe",,Story/narrative
10112,aku sangat bersyukur karena dape tekh baik ni hidup kuuuuuuu,,Story/narrative
10113,apa pon masalah kite da gedi me ilng jeme khe toh ise v,,History
10114,kae plin si kao benci tentang menjdi jeme bekhu hut nak ki,,Story/narrative
10115,kakhene iye ngo Ndak wayang baik ne mangku,,Story/narrative
10116,malet ku toh kae edi politik liberal nde Tah kae,,History
10117,kune cakhen melestarikan bahae daerah mahan model model gende pasti pot kalak di pecaye lah,,Culture/Tourism
10118,lumayan kakhene imbang keje ku rata rata jeme ne ramah,,Story/narrative
10119,malet kutoh jawab se sebab payah su soal nepe,,History
10120,let Maslah ku ni Bagas ke uangen cakhe ku mengatasi se mebahan kase let sen te Ndak mbue pikekhen pe,,Story/narrative
10121,ulang kin kelok su mepikekh si tekhjadi e tekhjadi ne ulang ni sesali kae si tekhjadi sebab edi nggo ni gakhis ken tuhan kae si tekhjadi,,Story/narrative
10122,"bahagie,sedih campukh aduk malet gat senenakhen senang lot nge sedihne",,Story/narrative
10123,cekhiteken bagaimana peran seni sastra dan bentuk ekspresi lainne daerah atau negakge,,History
10124,berusaha dengan baik Budi pekerti jaga sikap sopan dan santun,,Story/narrative
10125,khut khut keluarga tekhem tekhem dan sambil megukho,,Story/narrative
10126,die plin te nu dek kapal selam yang akan kau lakukan pisah ranjang,,Instructions
10127,"cakhe cepat untuk des me pante, kite hakhus cinto motokh dan hakhus kecepaten matokh v hakhus balap",,Instructions
10128,"si paling megah si mlt penah let  ni cabe nde,pokokne malet tetandingi ise pe",,Story/narrative
10129,kae kae plin hal si menukhut mu menjadi penanda penting ni bagas sejakhah manusie dan kae sebab ne,,History
10130,siap ken be bahan si kite pangan bakhu  kite tasak  ken Pul die kite pangan gat,,Instructions
10131,"kakhene keluakhge di penting, de malet keluakhge bukhung kalak",,Culture/Tourism
10132,raje yang kaye bukan kepalang mashur segenep timur selatan zenab meratap lemah dan lembut cerok kapir made ni turut,,History
10133,dengan cakhe cakhi kesibukan si mu melupakan dikhi akhi patah hati,,Story/narrative
10134,Bagas hal keingin tahuen ku kekhine tentang dunie nde,,Story/narrative
10135,Kejar mengejar sampe berpaling kiri dan kanan langkah berpaling empat ni tikam lime ni Kelewang peteb bercere bage ni Rawang,,History
10136,aku ingin jeme tue ku naik haji khut bangun umah jeme tue ku,,Story/narrative
10137,sebut Kate Alhamdulillah kakhene selamat ni kas mebahan trus lanjut mebahan,,Story/narrative
10138,sepekhti acakhe kartun si lucu sehingge Mahan Kalak bahagie ketike menonton,,Story/narrative
10139,sen khut Kalak Bagas te nangat sukses khut imbang mebahan,,Story/narrative
10140,William Shakespeare kakhen iye penulis paling mantap selukhus dunie,,Story/narrative
10141,Pedang jenawi akan ku dandan Membunuh engko ni tengah padang Ulang nange kao buwe bicare Nyawe ni badan mu hilang segere,,History
10142,sitem pemekhintahen si kharus kite perbaiki kane selamat,sistem pemerintahan yang harus kita perbaikilah agar selamat,Story/narrative
10143,hal si bahan aku bersyukur adalah ni lahekh ken me dunie nde dan mandapet ken okhang tue sebaik ende,,Story/narrative
10144,dampak pemerintah khut sistem politik ni kute malet jalan,,History
10145,"UAS side pendakwah paling tenar, mekhayak kalak macik ate sikel munuh ustad e",,History
10146,babe Honda me bengkel gat mende ken me bengkel si donoh gat,,Instructions
10147,"si kusesali bhagas nggeluh de, meluah waktu lewat begedhi pelin malot megune",,Story/narrative
10148,"si hal ndak memungkinken ee memang pemikekhen si biase ni bagas sifat jame,akan tekhjadi ne sesuatu si mlt ni hakhapken e",,Story/narrative
10149,tentang kae sini ukhuk ne awene sifatne khut perlakuenne,,Story/narrative
10150,pertame kali siap ken kas ne bosihken kas ne khondap te nggo bosih bakhu tuko bibit ne si nggo mu suan gat suan ken dan cakhe manen se tengkahi khikhang ne siap di buetken sadap si megedang bakhu takhik gat dabuh,,Instructions
10151,mangan be bakhu siapken bahan-bahan ne Kane ulang nahan pas kau mebahan gat melohe tuke mu,,Instructions
